Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
ivacaftor	tablet	or	cystische fibrose op basis van een mutatie in een van volgende genen: g551d, g1244e, g1349d, g178r, g551s, s1251n, s1255p, s549n of s549r				360	7200	25,000								onderhoud	ivacaftor	2	mg		dag																												
kaliumcitraat	drank	or	nier- en urinestenen				240	7200									onderhoud		3; 4	mL	kg	dag																					0.75	1.5						
kaliumcitraat	drank	or	profylaxe van urinestenen				240	7200									onderhoud		3; 4	mL	kg	dag																				0.75								
ketotifen	oogdruppels	oog	allergische conjunctivitis, conjunctivitis vernalis				1080	7200									onderhoud		2	druppel		dag													1						2									
ketotifen	tablet	or	allergische huidaandoeningen, allergische rinitis en profylaxe van allergisch astma				180	1080									onderhoud	ketotifen	2	mg		dag																												
ketotifen	tablet	or	allergische huidaandoeningen, allergische rinitis en profylaxe van allergisch astma				1080	2160									onderhoud	ketotifen	2	mg		dag																												
ketotifen	tablet	or	allergische huidaandoeningen, allergische rinitis en profylaxe van allergisch astma				2160										onderhoud	ketotifen	2	mg		dag																												
kinidine	dragee	or	brugada syndroom				30	7200									onderhoud	kinidine	4; 5; 6	mg	kg	dag																					15	60						
labetalol	tablet	or	hypertensie				360	7200									onderhoud	labetalol	2	mg		dag																												
labetalol	injectievloeistof	iv	hypertensie														continu	labetalol		mg	kg		uur																										0.25	4
lactitol	poeder voor oraal gebruik	or	obstipatie				360	2160									onderhoud	lactitol	2; 3	gram	kg	dag																					0.5	1						
lactitol	poeder voor oraal gebruik	or	obstipatie				2160	4320									onderhoud	lactitol	2; 3	gram		dag																												
lactitol	poeder voor oraal gebruik	or	obstipatie				4320	7200									onderhoud	lactitol	2; 3	gram		dag																												
lactulose	granulaat	or	hyperammoniëmie					7200									onderhoud	lactulose	3	gram	kg	dag																				1								
lactulose	stroop	or	hyperammoniëmie					7200									onderhoud	lactulose	3	mg	kg	dag																				1000								
lactulose	granulaat	or	obstipatie					30						259			onderhoud	lactulose	1; 2	gram	kg	dag																					0.334	0.667						
lactulose	granulaat	or	obstipatie				30	2520									onderhoud	lactulose	1; 2	gram	kg	dag																					0.7	0.7						
lactulose	granulaat	or	obstipatie				2520	7200									onderhoud	lactulose	1; 2	gram	kg	dag																					0.6	2						
lactulose	stroop	or	obstipatie					30						259			onderhoud	lactulose	1; 2	mg	kg	dag																					334	667						
lactulose	stroop	or	obstipatie				30	2520									onderhoud	lactulose	1; 2	mg	kg	dag																					400	700						
lactulose	stroop	or	obstipatie				2520	7200									onderhoud	lactulose	1; 2	mg	kg	dag																					600	2000						
lactulose	granulaat	or	precoma / coma hepaticum				30	7200									onderhoud	lactulose	3	gram	kg	dag																				1								
lactulose	stroop	or	precoma / coma hepaticum				30	7200									onderhoud	lactulose	3	mg	kg	dag																				1000								
lamivudine	drank	or	chronische actieve hepatitis b				30	7200									onderhoud	lamivudine		mg	kg																					3								
lamivudine	filmomhulde tablet	or	chronische actieve hepatitis b				30	7200									onderhoud	lamivudine		mg	kg																					3								
lamivudine	drank	or	hiv					30									onderhoud	lamivudine	2	mg	kg	dag																				4		4.4						
lamivudine	drank	or	hiv				30			25,000							onderhoud	lamivudine	2	mg	kg	dag																				8								
lamivudine	drank	or	hiv				30	750									onderhoud	lamivudine	2	mg		dag																												
lamivudine	filmomhulde tablet	or	hiv					30									onderhoud	lamivudine	2	mg	kg	dag																				4		4.4						
lamivudine	filmomhulde tablet	or	hiv				30			25,000							onderhoud	lamivudine	2	mg	kg	dag																				8								
lamivudine	filmomhulde tablet	or	hiv				30	750									onderhoud	lamivudine	2	mg		dag																												
lamivudine	drank	or	neonatale profylaxe bij hiv positieve moeder					30					259				onderhoud	lamivudine	2	mg		dag																	4		4.4									
lamivudine	drank	or	neonatale profylaxe bij hiv positieve moeder					30						259			onderhoud	lamivudine	2	mg		dag																	4		4.4									
lamivudine	filmomhulde tablet	or	neonatale profylaxe bij hiv positieve moeder					30					259				onderhoud	lamivudine	2	mg		dag																	4		4.4									
lamivudine	filmomhulde tablet	or	neonatale profylaxe bij hiv positieve moeder					30						259			onderhoud	lamivudine	2	mg		dag																	4		4.4									
lamotrigine	dispergeerbare tablet	or	epilepsie, in combinatie met enzyminductoren				720	4680									onderhoud	lamotrigine	2	mg	kg	dag																					5	15						
lamotrigine	dispergeerbare tablet	or	epilepsie, in combinatie met enzyminductoren				4680	7200									onderhoud	lamotrigine	2	mg		dag																												
lamotrigine	dispergeerbare tablet	or	epilepsie, in combinatie met valproïnezuur of andere enzymremmers				720	4680									onderhoud	lamotrigine	1; 2	mg	kg	dag																					1	5						
lamotrigine	dispergeerbare tablet	or	epilepsie, in combinatie met valproïnezuur of andere enzymremmers				4680	7200									onderhoud	lamotrigine	1; 2	mg		dag																												
lamotrigine	dispergeerbare tablet	or	epilepsie, monotherapie of als adjuvans bij middelen die geen enzymremmer of enzyminductor zijn				720	4680									onderhoud	lamotrigine	1; 2	mg	kg	dag																					1	15						
lamotrigine	dispergeerbare tablet	or	epilepsie, monotherapie of als adjuvans bij middelen die geen enzymremmer of enzyminductor zijn				4680	7200									onderhoud	lamotrigine	1; 2	mg		dag																												
latanoprost	oogdruppels	oog	juveniel open-kamerhoek glaucoom, aphakisch glaucoom					7200									onderhoud		1	druppel		dag													1						1									
levetiracetam	concentraat voor oplossing voor infusie	iv	epilepsie				30	7200									onderhoud	levetiracetam	2	mg	kg	dag																				10	10	60						
levetiracetam	drank	or	epilepsie				30	7200									onderhoud	levetiracetam	2	mg	kg	dag																				10	10	60						
levetiracetam	filmomhulde tablet	or	epilepsie				30	7200									onderhoud	levetiracetam	2	mg	kg	dag																				10	10	60						
levetiracetam	concentraat voor oplossing voor infusie	iv	neonatale epileptische aanvallen											252			onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	concentraat voor oplossing voor infusie	iv	neonatale epileptische aanvallen					30					252				onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	drank	or	neonatale epileptische aanvallen											252			onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	drank	or	neonatale epileptische aanvallen					30					252				onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	filmomhulde tablet	or	neonatale epileptische aanvallen											252			onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	filmomhulde tablet	or	neonatale epileptische aanvallen					30					252				onderhoud	levetiracetam	2	mg	kg	dag																					20	60						
levetiracetam	concentraat voor oplossing voor infusie	iv	Persisterende status epilepticus				30	7200									onderhoud	levetiracetam	1	mg	kg	dag																				40		44						
levocabastine	oogdruppels	oog	allergische conjunctivitis				30	7200									onderhoud		2; 3; 4	druppel		dag													1						4									
levocabastine	neusspray	nasaal	allergische rhinitis				30	7200									onderhoud		2; 3; 4	puff		dag													2						8									
levocarnitine	injectievloeistof	iv	acyl-coa dehydrogenase defecten					7200									onderhoud	levocarnitine	3; 4	mg	kg	dag																					100	200						
levocarnitine	drank	or	cystinosis bij renaal tubulair (en glomerulair) disfunctioneren of nierfalen					7200									onderhoud	levocarnitine	1	mg	kg	dag																					50	100						
levocarnitine	tablet	or	cystinosis bij renaal tubulair (en glomerulair) disfunctioneren of nierfalen					7200									onderhoud	levocarnitine	1	mg	kg	dag																					50	100						
levocarnitine	drank	or	geïsolieerde 3-methylcrotonyl-coa carboxylase deficiëntie					7200									onderhoud	levocarnitine	3; 4	mg	kg	dag																				100		110						
levocarnitine	tablet	or	geïsolieerde 3-methylcrotonyl-coa carboxylase deficiëntie					7200									onderhoud	levocarnitine	3; 4	mg	kg	dag																				100		110						
levocarnitine	drank	or	organische acidurien					7200									onderhoud	levocarnitine	3; 4	mg	kg	dag																				100		110						
levocarnitine	tablet	or	organische acidurien					7200									onderhoud	levocarnitine	3; 4	mg	kg	dag																				100		110						
levocarnitine	drank	or	primaire carnitine deficientie					360									onderhoud	levocarnitine	3	mg	kg	dag																					100	150						
levocarnitine	drank	or	primaire carnitine deficientie				360	4320									onderhoud	levocarnitine	3	mg	kg	dag																					50	100						
levocarnitine	drank	or	primaire carnitine deficientie				4320	7200									onderhoud	levocarnitine	2; 3	mg	kg	dag																					20	40						
levocarnitine	injectievloeistof	iv	primaire carnitine deficientie					360									onderhoud	levocarnitine	1	mg	kg	dag																						30						
levocarnitine	injectievloeistof	iv	primaire carnitine deficientie				360	4320									onderhoud	levocarnitine	1	mg	kg	dag																						20						
levocarnitine	injectievloeistof	iv	primaire carnitine deficientie				4320	7200									onderhoud	levocarnitine	1	mg	kg	dag																						20						
levocarnitine	tablet	or	primaire carnitine deficientie					360									onderhoud	levocarnitine	3	mg	kg	dag																					100	150						
levocarnitine	tablet	or	primaire carnitine deficientie				360	4320									onderhoud	levocarnitine	3	mg	kg	dag																					50	100						
levocarnitine	tablet	or	primaire carnitine deficientie				4320	7200									onderhoud	levocarnitine	2; 3	mg	kg	dag																					20	40						
levocetirizine	drank	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				360	720									onderhoud	levocetirizine	2	mg	kg	dag																				0.25								
levocetirizine	drank	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				720	2160									onderhoud	levocetirizine	2	mg		dag																												
levocetirizine	drank	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				2160	7200									onderhoud	levocetirizine	1	mg		dag																												
levocetirizine	filmomhulde tablet	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				360	720									onderhoud	levocetirizine	2	mg	kg	dag																				0.25								
levocetirizine	filmomhulde tablet	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				720	2160									onderhoud	levocetirizine	2	mg		dag																												
levocetirizine	filmomhulde tablet	or	symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis) en chronische idiopathische urticaria				2160	7200									onderhoud	levocetirizine	1	mg		dag																												
levodopa/carbidopa	gel voor gastro-enteraal gebruik	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)					30					259				onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					1	3						
levodopa/carbidopa	gel voor gastro-enteraal gebruik	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				30	720									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					4	7						
levodopa/carbidopa	gel voor gastro-enteraal gebruik	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				720	7200									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					8	15						
levodopa/carbidopa	tablet	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)					30					259				onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					1	3						
levodopa/carbidopa	tablet	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				30	720									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					4	7						
levodopa/carbidopa	tablet	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				720	7200									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					8	15						
levodopa/carbidopa	tablet met gereguleerde afgifte	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)					30					259				onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					1	3						
levodopa/carbidopa	tablet met gereguleerde afgifte	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				30	720									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					4	7						
levodopa/carbidopa	tablet met gereguleerde afgifte	or	gtp cyclohydrolase i deficientie (gtpch); 6 pyruvoyl tetrahydropterin synthase deficientie (ptps); dihydropteridine reductase deficientie (dhpr)				720	7200									onderhoud	levodopa+carbidopa	3; 4; 5; 6	mg	kg	dag																					8	15						
levodopa/carbidopa	gel voor gastro-enteraal gebruik	or	tyrosinehydroxylase deficientie					7200									onderhoud	levodopa+carbidopa	2; 3; 4; 5; 6	mg	kg	dag																					1	10						
levodopa/carbidopa	tablet	or	tyrosinehydroxylase deficientie					7200									onderhoud	levodopa+carbidopa	2; 3; 4; 5; 6	mg	kg	dag																					1	10						
levodopa/carbidopa	tablet met gereguleerde afgifte	or	tyrosinehydroxylase deficientie					7200									onderhoud	levodopa+carbidopa	2; 3; 4; 5; 6	mg	kg	dag																					1	10						
levofloxacine	infusievloeistof	iv	ernstige infecties				1800	7200									onderhoud	levofloxacine	2	mg	kg	dag																				20								
levofloxacine	omhulde tablet	or	ernstige infecties				1800	7200									onderhoud	levofloxacine	2	mg	kg	dag																				20								
levofloxacine	infusievloeistof	iv	infecties				180	1800									onderhoud	levofloxacine	2	mg	kg	dag																				20		22						
levofloxacine	infusievloeistof	iv	infecties				1800	7200									onderhoud	levofloxacine	1	mg	kg	dag																				10								
levofloxacine	omhulde tablet	or	infecties				180	1800									onderhoud	levofloxacine	2	mg	kg	dag																				20		22						
levofloxacine	omhulde tablet	or	infecties				1800	7200									onderhoud	levofloxacine	1	mg	kg	dag																				10								
levomenthol	creme	cutaan	jeuk				720	7200									onderhoud		1; 2; 3; 4; 5; 6; 7; 8	keer		dag													1															
levomepromazine	ampul	iv	delier					7800									onderhoud	levomepromazine	3; 4	mg	kg	dag																						0.4						
levomepromazine	tablet	or	delier					7800									onderhoud	levomepromazine	3; 4	mg	kg	dag																						0.4						
levothyroxine	capsule	or	congenitale hypothyreoidie					360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	capsule	or	congenitale hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					5	6						
levothyroxine	capsule	or	congenitale hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	capsule	or	congenitale hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	4						
levothyroxine	drank	or	congenitale hypothyreoidie					360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	drank	or	congenitale hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					5	6						
levothyroxine	drank	or	congenitale hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	drank	or	congenitale hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	4						
levothyroxine	tablet	or	congenitale hypothyreoidie					360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	tablet	or	congenitale hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					5	6						
levothyroxine	tablet	or	congenitale hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	tablet	or	congenitale hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	4						
levothyroxine	capsule	or	hypothyreoidie					180									onderhoud	levothyroxine	1	microg	kg	dag																					6	10						
levothyroxine	capsule	or	hypothyreoidie				180	360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	capsule	or	hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					4	6						
levothyroxine	capsule	or	hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	capsule	or	hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	3						
levothyroxine	drank	or	hypothyreoidie					180									onderhoud	levothyroxine	1	microg	kg	dag																					6	10						
levothyroxine	drank	or	hypothyreoidie				180	360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	drank	or	hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					4	6						
levothyroxine	drank	or	hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	drank	or	hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	3						
levothyroxine	tablet	or	hypothyreoidie					180									onderhoud	levothyroxine	1	microg	kg	dag																					6	10						
levothyroxine	tablet	or	hypothyreoidie				180	360									onderhoud	levothyroxine	1	microg	kg	dag																					5	8						
levothyroxine	tablet	or	hypothyreoidie				360	1800									onderhoud	levothyroxine	1	microg	kg	dag																					4	6						
levothyroxine	tablet	or	hypothyreoidie				1800	4320									onderhoud	levothyroxine	1	microg	kg	dag																					3	5						
levothyroxine	tablet	or	hypothyreoidie				4320	7200									onderhoud	levothyroxine	1	microg	kg	dag																					2	3						
levothyroxine	capsule	or	juveniel myxoedeem				360										onderhoud	levothyroxine	1	microg	kg	dag																					2.5							
levothyroxine	drank	or	juveniel myxoedeem				360										onderhoud	levothyroxine	1	microg	kg	dag																					2.5							
levothyroxine	tablet	or	juveniel myxoedeem				360										onderhoud	levothyroxine	1	microg	kg	dag																					2.5							
levothyroxine	capsule	or	suppletie na thyreostatica				360	1800									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	capsule	or	suppletie na thyreostatica				1800	4320									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	capsule	or	suppletie na thyreostatica				4320	7200									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	drank	or	suppletie na thyreostatica				360	1800									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	drank	or	suppletie na thyreostatica				1800	4320									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	drank	or	suppletie na thyreostatica				4320	7200									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	tablet	or	suppletie na thyreostatica				360	1800									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	tablet	or	suppletie na thyreostatica				1800	4320									onderhoud	levothyroxine	1	microg		dag																												
levothyroxine	tablet	or	suppletie na thyreostatica				4320	7200									onderhoud	levothyroxine	1	microg		dag																												
linezolid	filmomhulde tablet	or	multi-drug resistente tuberculose				90	4320									onderhoud	linezolid	2	mg	kg	dag																				20		22						
linezolid	filmomhulde tablet	or	multi-drug resistente tuberculose				4320	7200									onderhoud	linezolid	1	mg	kg	dag																				10								
linezolid	filmomhulde tablet	or	pneumonie, infecties van huid en weke delen					7								238	onderhoud	linezolid	2; 3	mg	kg	dag																				20		30						
linezolid	filmomhulde tablet	or	pneumonie, infecties van huid en weke delen					30							238		onderhoud	linezolid	3	mg	kg	dag																				30		33						
linezolid	filmomhulde tablet	or	pneumonie, infecties van huid en weke delen				7	30								238	onderhoud	linezolid	3	mg	kg	dag																				30		33						
linezolid	filmomhulde tablet	or	pneumonie, infecties van huid en weke delen				30	4320									onderhoud	linezolid	3	mg	kg	dag																				30								
linezolid	filmomhulde tablet	or	pneumonie, infecties van huid en weke delen				4320	7200									onderhoud	linezolid	2	mg		dag													600				1200											
linezolid	infusievloeistof	iv	pneumonie, infecties van huid en weke delen					7								238	onderhoud	linezolid	2; 3	mg	kg	dag																				20		30						
linezolid	infusievloeistof	iv	pneumonie, infecties van huid en weke delen					30							238		onderhoud	linezolid	3	mg	kg	dag																				30		33						
linezolid	infusievloeistof	iv	pneumonie, infecties van huid en weke delen				7	30								238	onderhoud	linezolid	3	mg	kg	dag																				30		33						
linezolid	infusievloeistof	iv	pneumonie, infecties van huid en weke delen				30	4320									onderhoud	linezolid	3	mg	kg	dag																				30								
linezolid	infusievloeistof	iv	pneumonie, infecties van huid en weke delen				4320	7200									onderhoud	linezolid	2	mg		dag																												
lisinopril	tablet	or	hypertensie				2160		20,000	50,000							onderhoud	lisinopril	1	mg		dag																												
lisinopril	tablet	or	hypertensie				2160		50,000								onderhoud	lisinopril	1	mg		dag																												
lithiumcarbonaat	tablet	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				2160	4320									onderhoud	lithiumcarbonaat	3; 4	mg	kg	dag																					10	30						
lithiumcarbonaat	tablet	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				4320	7200									onderhoud	lithiumcarbonaat	3; 4	mg		dag																												
lithiumcarbonaat	tablet met gereguleerde afgifte	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				2160	4320									onderhoud	lithiumcarbonaat	1; 2	mg	kg	dag																					10	30						
lithiumcarbonaat	tablet met gereguleerde afgifte	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				4320	7200									onderhoud	lithiumcarbonaat	1; 2	mg		dag																												
lithiumcitraat	drank	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				2160	4320									onderhoud	lithiumcitraat	3; 4	mg	kg	dag																					10	30						
lithiumcitraat	drank	or	acute manische episoden en als onderhoudsbehandeling bij de bipolaire stoornis				4320	7200									onderhoud	lithiumcitraat	3; 4	mg		dag																		600	1800									
loperamide	capsule	or	diarree				1080	2880									onderhoud	loperamide	1; 2; 3	mg	kg	dag																					0.1	0.3						
loperamide	capsule	or	diarree				2880	7200									onderhoud	loperamide	1; 2; 3; 4; 5; 6	mg		dag																												
loperamide	drank	or	diarree				1080	2880									onderhoud	loperamide	1; 2; 3	mg	kg	dag																					0.1	0.3						
loperamide	drank	or	diarree				2880	7200									onderhoud	loperamide	1; 2; 3; 4; 5; 6	mg		dag																												
loperamide	smelttablet	or	diarree				1080	2880									onderhoud	loperamide	1; 2; 3	mg	kg	dag																					0.1	0.3						
loperamide	smelttablet	or	diarree				2880	7200									onderhoud	loperamide	1; 2; 3; 4; 5; 6	mg		dag																												
loratadine	stroop	or	allergische rhinitis en chronische urticaria						15,000	30,000							onderhoud	loratadine	1	mg		dag																												
loratadine	stroop	or	allergische rhinitis en chronische urticaria						30,000								onderhoud	loratadine	1	mg		dag																												
loratadine	tablet	or	allergische rhinitis en chronische urticaria						15,000	30,000							onderhoud	loratadine	1	mg		dag																												
loratadine	tablet	or	allergische rhinitis en chronische urticaria						30,000								onderhoud	loratadine	1	mg		dag																												
lorazepam	drank	or	acute angsten (kort gebruik)				2160	7200									onderhoud	lorazepam	2; 3	mg	kg	dag																					0.02	0.1						
lorazepam	injectievloeistof	or	acute angsten (kort gebruik)				2160	7200									onderhoud	lorazepam	2; 3	mg	kg	dag																					0.02	0.1						
lorazepam	tablet	or	acute angsten (kort gebruik)				2160	7200									onderhoud	lorazepam	2; 3	mg	kg	dag																					0.02	0.1						
lorazepam	drank	or	sedatie					30							259		onderhoud	lorazepam	1; 2; 3; 4; 5; 6	mg	kg	dag																					0.05	0.6						
lorazepam	drank	or	sedatie				30	7200									onderhoud	lorazepam	4	mg	kg	dag													3								0.2	0.4						
lorazepam	injectievloeistof	iv	sedatie				30	7200									onderhoud	lorazepam	4	mg	kg	dag													3								0.2	0.4						
lorazepam	injectievloeistof	or	sedatie					30							259		onderhoud	lorazepam	1; 2; 3; 4; 5; 6	mg	kg	dag																					0.05	0.6						
lorazepam	injectievloeistof	or	sedatie				30	7200									onderhoud	lorazepam	4	mg	kg	dag													3								0.2	0.4						
lorazepam	tablet	or	sedatie					30							259		onderhoud	lorazepam	1; 2; 3; 4; 5; 6	mg	kg	dag																					0.05	0.6						
lorazepam	tablet	or	sedatie				30	7200									onderhoud	lorazepam	4	mg	kg	dag													3								0.2	0.4						
losartan	filmomhulde tablet	or	hypertensie, proteïnurie, marfan syndroom				30	7200		50,000							onderhoud	losartan	1	mg	kg	dag																				0.7		1.4						
losartan	filmomhulde tablet	or	hypertensie, proteïnurie, marfan syndroom				30	7200	50,000								onderhoud	losartan	1	mg	kg	dag																				0.7		1.4						
losartan	suspensie voor oraal gebruik	or	hypertensie, proteïnurie, marfan syndroom				30	7200		50,000							onderhoud	losartan	1	mg	kg	dag																				0.7		1.4						
losartan	suspensie voor oraal gebruik	or	hypertensie, proteïnurie, marfan syndroom				30	7200	50,000								onderhoud	losartan	1	mg	kg	dag																				0.7		1.4						
lynestrenol	tablet	or	uitstel van de menstruatie				4320										onderhoud	lynestrenol	1; 2	mg		dag																		5	15									
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	obstipatie					360	5,000								onderhoud	macrogol	1	gram		dag																	4		4									
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	obstipatie				360	1440									onderhoud	macrogol	1; 2	gram		dag																		4	8									
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	obstipatie				1440	2880									onderhoud	macrogol	2	gram		dag																		8	16									
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	obstipatie				2880										onderhoud	macrogol	1	gram		dag																		10	20									
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	concentraat voor drank	or	faecale impactie				30	7200									onderhoud	macrogol+zouten	1	gram	kg	dag																					1	15						
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	faecale impactie				30	7200									onderhoud	macrogol+zouten	1	gram	kg	dag																					1	15						
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	concentraat voor drank	or	obstipatie				30	7200									onderhoud	macrogol+zouten	1	gram	kg	dag																					0.3	0.8						
macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or	obstipatie				30										onderhoud	macrogol+zouten	1	gram	kg	dag																					0.3	0.8						
magnesiumcitraat	capsule	or	hypomagnesiëmie					7200									onderhoud	magnesiumcitraat	2; 3; 4	mmol	m2	dag																				6		7						
magnesiumgluconaat	drank	or	hypomagnesiëmie					7200									onderhoud	magnesiumgluconaat	2; 3; 4	mmol	m2	dag																				6		7						
magnesiumgluconaat	tablet	or	hypomagnesiëmie					7200									onderhoud	magnesiumgluconaat	2; 3; 4	mmol	m2	dag																				6		7						
magnesiumsulfaat	drank	or	obstipatie				720	2160									onderhoud	magnesiumsulfaat	2; 3; 4	mg		dag																		2500	5000									
magnesiumsulfaat	drank	or	obstipatie				2160	4320									onderhoud	magnesiumsulfaat	2; 3; 4	mg		dag																		5000	10000									
magnesiumsulfaat	drank	or	obstipatie				4320	7200									onderhoud	magnesiumsulfaat	2; 3; 4	mg		dag																		10000	30000									
magnesiumsulfaat	injectievloeistof	iv	astma aanval														continu	magnesiumsulfaat		mg	kg		uur																										3	20
mannitol	infusievloeistof	iv	cystische fibrose				4320	7200									onderhoud	mannitol	2	mg		dag																												
mebendazol	tablet	or	ascariasis, trichuriasis, toxocariasis en mijnworminfecties				30	7200									onderhoud	mebendazol	2	mg		dag																												
