GPK	Medication	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	ExpansionVol	Diluents
3689	gentamicine injvlst 10mg/ml	injectievloeistof	im		ICC			0		
3689	gentamicine injvlst 10mg/ml	injectievloeistof	im		ICK			0		
3689	gentamicine injvlst 10mg/ml	injectievloeistof	im		NEO			0		
3689	gentamicine injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
3689	gentamicine injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
3689	gentamicine injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	im		ICC			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	im		ICK			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	im		NEO			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	iv		ICC			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	iv		ICK			0		
15741	gentamicine injvlst 40mg/ml	injectievloeistof	iv		NEO			0		
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	im		ICC			1		solvens
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	im		ICK			1		solvens
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	im		NEO			1		solvens
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	iv		ICC			1		solvens
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	iv		ICK			1		solvens
15849	glucagon pdr v injvlst 1mg	poeder voor injectievloeistof	iv		NEO			1		solvens
61905	glucose infvlst 50mg/ml	infusievloeistof	iv		ICC			0		
61905	glucose infvlst 50mg/ml	infusievloeistof	iv		ICK			0		
61905	glucose infvlst 50mg/ml	infusievloeistof	iv		NEO			0		
61913	glucose infvlst 100mg/ml	infusievloeistof	iv		ICC			0		
61913	glucose infvlst 100mg/ml	infusievloeistof	iv		ICK			0		
61913	glucose infvlst 100mg/ml	infusievloeistof	iv		NEO			0		
159298	glucose infvlst 150mg/ml	infusievloeistof	iv		ICC			0		
159298	glucose infvlst 150mg/ml	infusievloeistof	iv		ICK			0		
159298	glucose infvlst 150mg/ml	infusievloeistof	iv		NEO			0		
76783	glucose infvlst 200mg/ml	infusievloeistof	iv		ICC			0		
76783	glucose infvlst 200mg/ml	infusievloeistof	iv		ICK			0		
76783	glucose infvlst 200mg/ml	infusievloeistof	iv		NEO			0		
62014	glucose infvlst 500mg/ml	infusievloeistof	iv		ICC			0		
62014	glucose infvlst 500mg/ml	infusievloeistof	iv		ICK			0		
62014	glucose infvlst 500mg/ml	infusievloeistof	iv		NEO			0		
61921	glucose/nacl infvlst 25/4,5mg/ml	infusievloeistof	iv		ICC			0		
61921	glucose/nacl infvlst 25/4,5mg/ml	infusievloeistof	iv		ICK			0		
61921	glucose/nacl infvlst 25/4,5mg/ml	infusievloeistof	iv		NEO			0		
179930	glucose/nacl infvlst 50/9mg/ml	infusievloeistof	iv		ICC			0		
179930	glucose/nacl infvlst 50/9mg/ml	infusievloeistof	iv		ICK			0		
179930	glucose/nacl infvlst 50/9mg/ml	infusievloeistof	iv		NEO			0		
92800	glycerofosforzuur infopl conc 1mmol/ml (fosfaat)	concentraat voor oplossing voor infusie	iv		ICC			0		
92800	glycerofosforzuur infopl conc 1mmol/ml (fosfaat)	concentraat voor oplossing voor infusie	iv		ICK			0		
92800	glycerofosforzuur infopl conc 1mmol/ml (fosfaat)	concentraat voor oplossing voor infusie	iv		NEO			0		
71609	glycopyrronium injvlst 0,2mg/ml	injectievloeistof	iv		ICC			0		
71609	glycopyrronium injvlst 0,2mg/ml	injectievloeistof	iv		ICK			0		
71609	glycopyrronium injvlst 0,2mg/ml	injectievloeistof	iv		NEO			0		
112968	granisetron infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
112968	granisetron infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
112968	granisetron infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
40150	haloperidol (depot) injvlst 50mg/ml decanoaat	injectievloeistof	im		ICC			0		
40150	haloperidol (depot) injvlst 50mg/ml decanoaat	injectievloeistof	im		ICK			0		
40150	haloperidol (depot) injvlst 50mg/ml decanoaat	injectievloeistof	im		NEO			0		
43370	haloperidol (depot) injvlst 100mg/ml decanoaat	injectievloeistof	im		ICC			0		
43370	haloperidol (depot) injvlst 100mg/ml decanoaat	injectievloeistof	im		ICK			0		
43370	haloperidol (depot) injvlst 100mg/ml decanoaat	injectievloeistof	im		NEO			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	im		ICC			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	im		ICK			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	im		NEO			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
3921	haloperidol injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
148806	heparine infvlst 500ie/ml	infusievloeistof	iv		ICC			0		
148806	heparine infvlst 500ie/ml	infusievloeistof	iv		ICK			0		
148806	heparine infvlst 500ie/ml	infusievloeistof	iv		NEO			0		
89672	heparine injvlst 100ie/ml	injectievloeistof	iv		ICC			0		
89672	heparine injvlst 100ie/ml	injectievloeistof	iv		ICK			0		
89672	heparine injvlst 100ie/ml	injectievloeistof	iv		NEO			0		
166464	heparine injvlst 200ie/ml	injectievloeistof	iv		ICC			0		
166464	heparine injvlst 200ie/ml	injectievloeistof	iv		ICK			0		
166464	heparine injvlst 200ie/ml	injectievloeistof	iv		NEO			0		
148792	heparine injvlst 1000ie/ml	injectievloeistof	iv		ICC			0		
148792	heparine injvlst 1000ie/ml	injectievloeistof	iv		ICK			0		
148792	heparine injvlst 1000ie/ml	injectievloeistof	iv		NEO			0		
16101	heparine injvlst 5.000ie/ml	injectievloeistof	iv		ICC			0		
16101	heparine injvlst 5.000ie/ml	injectievloeistof	iv		ICK			0		
16101	heparine injvlst 5.000ie/ml	injectievloeistof	iv		NEO			0		
177776	hepatitis-b-immunoglobuline injv 180ie/ml	injectievloeistof	im		ICC			0		
177776	hepatitis-b-immunoglobuline injv 180ie/ml	injectievloeistof	im		ICK			0		
177776	hepatitis-b-immunoglobuline injv 180ie/ml	injectievloeistof	im		NEO			0		
112690	hepatitis-b-vaccin injsusp 20ug/ml gsk al-adj	suspensie voor injectie	im		ICC			0		
112690	hepatitis-b-vaccin injsusp 20ug/ml gsk al-adj	suspensie voor injectie	im		ICK			0		
112690	hepatitis-b-vaccin injsusp 20ug/ml gsk al-adj	suspensie voor injectie	im		NEO			0		
127590	hepatitis-b-vaccin injsusp 40ug/ml as04c-adj	suspensie voor injectie	im		ICC			0		
127590	hepatitis-b-vaccin injsusp 40ug/ml as04c-adj	suspensie voor injectie	im		ICK			0		
127590	hepatitis-b-vaccin injsusp 40ug/ml as04c-adj	suspensie voor injectie	im		NEO			0		
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		ICC			0		
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		ICK			0		
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		NEO			0		
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		ICC			2		water
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		ICK			2		water
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		NEO			2		water
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		ICC			2		water
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		ICK			2		water
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		NEO			2		water
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		ICC			200		NaCl 0,9%
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		ICK			200		NaCl 0,9%
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		NEO			200		NaCl 0,9%
49441	hydroxocobalamine injvlst 500ug/ml (hcl)	injectievloeistof	im		ICC			0		
49441	hydroxocobalamine injvlst 500ug/ml (hcl)	injectievloeistof	im		ICK			0		
49441	hydroxocobalamine injvlst 500ug/ml (hcl)	injectievloeistof	im		NEO			0		
94005	hydroxyethylzetmeel infvlst 60mg/ml	infusievloeistof	iv		ICC			0		
94005	hydroxyethylzetmeel infvlst 60mg/ml	infusievloeistof	iv		ICK			0		
94005	hydroxyethylzetmeel infvlst 60mg/ml	infusievloeistof	iv		NEO			0		
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		ICC			0		
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		ICK			0		
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		NEO			0		
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		ICC			20		NaCl 0,9%
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		ICK			20		NaCl 0,9%
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		NEO			20		NaCl 0,9%
79251	immunoglobuline normaal infusiepoeder 5g	poeder voor oplossing voor infusie	iv		ICC			100		solvens
79251	immunoglobuline normaal infusiepoeder 5g	poeder voor oplossing voor infusie	iv		ICK			100		solvens
79251	immunoglobuline normaal infusiepoeder 5g	poeder voor oplossing voor infusie	iv		NEO			100		solvens
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		ICC			200		solvens
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		ICK			200		solvens
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		NEO			200		solvens
102024	immunoglobuline normaal infvlst 50mg/ml	infusievloeistof	iv		ICC			0		
102024	immunoglobuline normaal infvlst 50mg/ml	infusievloeistof	iv		ICK			0		
102024	immunoglobuline normaal infvlst 50mg/ml	infusievloeistof	iv		NEO			0		
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		ICC			0		
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		ICK			0		
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		NEO			0		
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		ICC			0		
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		ICK			0		
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		NEO			0		
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		ICC			5		water
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		ICK			5		water
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		NEO			5		water
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		ICC			10		water
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		ICK			10		water
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		NEO			10		water
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICC			10		water
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICK			10		water
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		NEO			10		water
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		ICC			0		
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		ICK			0		
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		NEO			0		
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		ICC			0		
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		ICK			0		
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		NEO			0		
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		ICC			5		water
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		ICK			5		water
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		NEO			5		water
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		ICC			0		
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		ICK			0		
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		NEO			0		
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
48232	kaliumchloride infconc 74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		ICC			0		
48232	kaliumchloride infconc 74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		ICK			0		
48232	kaliumchloride infconc 74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		NEO			0		
158739	kaliumchloride infvlst 75mg/ml (1mmol/ml)	infusievloeistof	iv		ICC			0		
158739	kaliumchloride infvlst 75mg/ml (1mmol/ml)	infusievloeistof	iv		ICK			0		
158739	kaliumchloride infvlst 75mg/ml (1mmol/ml)	infusievloeistof	iv		NEO			0		
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		ICC			0		
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		ICK			0		
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		NEO			0		
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		ICC			0		
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		ICK			0		
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		NEO			0		
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		ICC			0		
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		ICK			0		
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		NEO			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		ICC			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		ICK			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		NEO			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		ICC			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		ICK			0		
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		NEO			0		
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		ICC			0		
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		ICK			0		
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		NEO			0		
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		ICC			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		ICK			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		NEO			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		ICC			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		ICK			0		
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		NEO			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		ICC			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		ICK			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		NEO			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		ICC			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		ICK			0		
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		NEO			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		ICC			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		ICK			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		NEO			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		ICC			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		ICK			0		
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		NEO			0		
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		ICC			0		
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		ICK			0		
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		NEO			0		
146404	liothyronine injvlst 25ug/ml	injectievloeistof	iv		ICC			0		
146404	liothyronine injvlst 25ug/ml	injectievloeistof	iv		ICK			0		
146404	liothyronine injvlst 25ug/ml	injectievloeistof	iv		NEO			0		
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		ICC			0		
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		ICK			0		
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		NEO			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		ICC			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		ICK			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		NEO			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		ICC			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		ICK			0		
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		NEO			0		
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		ICC			0		
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		ICK			0		
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		NEO			0		
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		ICC			0		
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		ICK			0		
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		NEO			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		ICC			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		ICK			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		NEO			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		ICC			0		
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		ICK			0		
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		NEO			0		
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		ICC			0		
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		ICK			0		
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		NEO			0		
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		ICC			0		
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		ICK			0		
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		NEO			0		
100838	macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or		ICK			50		water
100838	macrogol/natriumchloride/natriumwaterstofcarbonaat/kaliumchloride	poeder voor drank	or		ICC			50		water
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		ICC			0.5		solvens
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		ICK			0.5		solvens
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		NEO			0.5		solvens
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		ICC			0		
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		ICK			0		
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		NEO			0		
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		ICC			0		
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		ICK			0		
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		NEO			0		
104698	menopauzegonadotrofine injectiepoeder 75ie	poeder voor injectievloeistof	im		ICC			1		solvens
104698	menopauzegonadotrofine injectiepoeder 75ie	poeder voor injectievloeistof	im		ICK			1		solvens
104698	menopauzegonadotrofine injectiepoeder 75ie	poeder voor injectievloeistof	im		NEO			1		solvens
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		ICC			1		solvens
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		ICK			1		solvens
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		NEO			1		solvens
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		ICC			0		
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		ICK			0		
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		NEO			0		
134627	meropenem pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		ICC			10		water
134627	meropenem pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		ICK			10		water
134627	meropenem pdr inj/infopl 500mg	poeder voor injectie/infusieoplossing	iv		NEO			10		water
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		ICC			20		water
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		ICK			20		water
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		NEO			20		water
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		ICC			0		
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		ICK			0		
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		NEO			0		
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		ICC			0		
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		ICK			0		
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		NEO			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	im		ICC			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	im		ICK			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	im		NEO			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		ICC			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		ICK			0		
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		NEO			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		ICC			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		ICK			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		NEO			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		ICC			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		ICK			0		
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		NEO			0		
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	im		ICC			2		solvens
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	im		ICK			2		solvens
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	im		NEO			2		solvens
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	iv		ICC			2		solvens
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	iv		ICK			2		solvens
70777	methylprednisolon infusiepoeder 125mg	poeder voor oplossing voor infusie	iv		NEO			2		solvens
70785	methylprednisolon infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		ICC			7.8		solvens
70785	methylprednisolon infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		ICK			7.8		solvens
70785	methylprednisolon infusiepoeder 500mg	poeder voor oplossing voor infusie	iv		NEO			7.8		solvens
70793	methylprednisolon infusiepoeder 1000mg	poeder voor oplossing voor infusie	iv		ICC			15.6		solvens
70793	methylprednisolon infusiepoeder 1000mg	poeder voor oplossing voor infusie	iv		ICK			15.6		solvens
70793	methylprednisolon infusiepoeder 1000mg	poeder voor oplossing voor infusie	iv		NEO			15.6		solvens
8567	methylprednisolon injvlst 40mg/ml (acetaat)	injectievloeistof	im		ICC			0		
8567	methylprednisolon injvlst 40mg/ml (acetaat)	injectievloeistof	im		ICK			0		
8567	methylprednisolon injvlst 40mg/ml (acetaat)	injectievloeistof	im		NEO			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	im		ICC			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	im		ICK			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	im		NEO			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	iv		ICC			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	iv		ICK			0		
71706	metoclopramide injvlst 5mg/ml (hcl)	injectievloeistof	iv		NEO			0		
38067	metoprolol injvlst 1mg/ml	injectievloeistof	iv		ICC			0		
38067	metoprolol injvlst 1mg/ml	injectievloeistof	iv		ICK			0		
38067	metoprolol injvlst 1mg/ml	injectievloeistof	iv		NEO			0		
3492	metronidazol infvlst 5mg/ml	infusievloeistof	iv		ICC			0		
3492	metronidazol infvlst 5mg/ml	infusievloeistof	iv		ICK			0		
3492	metronidazol infvlst 5mg/ml	infusievloeistof	iv		NEO			0		
132683	micafungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		ICC			5		NaCl 0,9%;glucose 5%
132683	micafungine infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		ICK			5		NaCl 0,9%;glucose 5%
